REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
"SC","PWRDIE","CO2",2019,113.4585
"SC","PWRDIE","CO2",2020,90.7668000000002
"SC","PWRDIE","CO2",2021,90.7668000000002
"SC","PWRDIE","CO2",2022,90.7668
"SC","PWRDIE","CO2",2023,113.4585
"SC","PWRDIE","CO2",2024,113.4585
"SC","PWRDIE","CO2",2025,102.11265
"SC","PWRDIE","CO2",2026,102.11265
"SC","PWRDIE","CO2",2027,102.11265
"SC","PWRDIE","CO2",2028,102.11265
"SC","PWRDIE","CO2",2029,102.11265
"SC","PWRDIE","CO2",2030,45.3834
"SC","PWRDIE","CO2",2031,45.3834
"SC","PWRDIE","CO2",2032,45.3834
"SC","PWRDIE","CO2",2033,45.3834
"SC","PWRDIE","CO2",2034,45.3833999999999
"SC","PWRDIE","CO2",2035,45.3834
